Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Axiomatic formulation of noncommutative quantum field theory;Chaichian, Masud;128468;04.04.2008;04.04.2008 - 31.12.2008;1.900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Axiomatic formulation of noncommutative quantum field theory;Tureanu, Anca;128440;04.04.2008;04.04.2008 - 31.12.2008;1.700
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Copper-bearing flood basalts in the Emeishan province, China;Hanski, Eero;127021;04.04.2008;04.04.2008 - 31.12.2008;2.300
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Copper-bearing flood basalts in the Emeishan province, China;Kyläkoski, Markus;127231;04.04.2008;04.04.2008 - 31.12.2008;2.300
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Discrimination and tomography of quantum devices;Heinosaari, Teiko;126762;04.04.2008;04.04.2008 - 31.12.2008;2.200
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Dynamical and Physical Study in Solar System;Nurmi, Pasi;126977;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Dynamical and Physical Study in Solar System;Zheng, Jia-Qing;128291;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Historical seismicity in NE Europe;Mäntyniemi, Päivi;127960;04.04.2008;04.04.2008 - 31.12.2008;1.400
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;History of Asian Monsoon System and Occurrence of Middle Miocene Primates;Fortelius, Mikael;128304;04.04.2008;04.04.2008 - 31.12.2008;2.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;History of Asian Monsoon System and Occurrence of Middle Miocene Primates;Kaakinen, Anu;128240;04.04.2008;04.04.2008 - 31.12.2008;2.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Investigation of snow and sea ice thermodynamics observed during Chinese National Antarctic Research Expeditions (CHINARE);Cheng, Bin;127370;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Laboratory and field research on ice physics and ice technology. Research plan 2008;Leppäranta, Matti;129103;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;MAXIMUM PRINCIPLES AND THEIR DISCRETE ANALOGUES FOR ELLIPTIC INTERFACE PROBLEMS;Korotov, Sergey;127005;04.04.2008;04.04.2008 - 31.12.2008;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Modelling the clinical application of ultrasonic guided wave diagnostics in bone;Moilanen, Petro;128985;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;New methods for monitoring the uptake and diffusion of water in synthetic polymers used in the new generation of all-solid-state ion-selective electrodes;Lindfors, Tom;126958;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;New methods for monitoring the uptake and diffusion of water in synthetic polymers used in the new generation of all-solid-state ion-selective electrodes;Sundfors, Fredrik;127142;04.04.2008;04.04.2008 - 31.12.2008;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;PRESERVATION OF QUALITATIVE PROPERTIES OF SOLUTIONS BY THE FINITE ELEMENT APPROXIMATIONS FOR PARABOLIC TYPE PROBLEMS;Korotov, Sergey;127031;04.04.2008;04.04.2008 - 31.12.2008;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Participation in 'The Fourth Japan-Finland Biotechnology Symposium' in Sapporo, Japan 2008;Salminen, Seppo;126833;04.04.2008;04.04.2008 - 04.04.2009;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Remote sensing of blue ice areas as a tool for modelling the evolution of the Antarctic ice sheet;Sinisalo, Anna;217050;04.04.2008;04.04.2008 - 31.12.2009;1.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Research visit to Hunan Normal University;Rasila, Antti;128762;04.04.2008;04.04.2008 - 31.12.2008;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Solar change and its effects during the last 100 years, Part 2: Visits to Russia;Mursula, Kalevi;127983;04.04.2008;04.04.2008 - 31.12.2009;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Stochastic field theory of complex systems;Honkonen, Juha R;127436;04.04.2008;04.04.2008 - 31.12.2008;2.900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Study of the Long Term Trends in Total Suspended Particulate in Finland and Bulgaria using Lead-210 as a Tracer;Paatero, Jussi;126729;04.04.2008;04.04.2008 - 31.12.2008;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Aalto University;Josephson Junctions as Detectors for Elec-  trical Noise and Berry phases;Pekola, Jukka;127202;04.04.2008;04.04.2008 - 04.04.2010;3.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Marine Research Institute;Up-and donwwelling dynamics in the Baltic Sea and the assessment of the impact on the Baltic Sea ecosystem;Myrberg, Kai;128070;04.04.2008;04.04.2008 - 04.04.2009;1.600
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Tampere University of Technology -2018;Architecture-Driven Modeling Methodologies;Jaakkola, Hannu;126719;04.04.2008;04.04.2008 - 04.04.2010;12.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Influence of atmospheric turbulence within the Helsinki urban boundary layer on near surface aerosol number concentrations, size distributions and number fluxes;Vesala, Timo;127458;04.04.2008;04.04.2008 - 04.04.2010;7.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Self-assembled Structures;Leskelä, Markku;128876;04.04.2008;04.04.2008 - 04.04.2009;8.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Structure formation of complex materials: Hydrates and amorphous compounds;Hämäläinen, Keijo J;127504;04.04.2008;04.04.2008 - 04.04.2010;7.320
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;The Academy of Finland-DAAD Exchange Program: Transition metal complexes bearing bidentate nitrogen-phosphorous ligands and their catalytic activity;Repo, Timo;128800;04.04.2008;04.04.2008 - 04.04.2010;16.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Jyväskylä;Hiearchically Self-Organising Nanostructures: Studies in Solid State, solution and Gas Phase;Rissanen, Kari;127483;04.04.2008;04.04.2008 - 04.04.2009;8.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Turku;Annually laminated lake sediments as archives of winter climate variability in southern Finland during the last 6000 years;Saarinen, Timo;127221;04.04.2008;04.04.2008 - 04.04.2010;3.700
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Turku;Foundations of Combinatorics on Words;Karhumäki, Juhani;127257;04.04.2008;04.04.2008 - 04.04.2010;12.750
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Turku;Interacting Solar and Heliospheric Disturbances and Their Significance for the Transport and Acceleration of Energetic Particles;Laitinen, Timo Lauri Mikael;127360;04.04.2008;04.04.2008 - 04.04.2009;3.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Vaasa;Extensions of symmetric operators in inner product spaces with applications to differential operators.;Hassi, Seppo;128085;04.04.2008;04.04.2008 - 04.04.2010;6.750
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Biomass combustion tracers in ambient fine particles in Taiwan;Hillamo, Risto Erkki Johannes;133835;31.03.2009;01.04.2009 - 31.12.2010;3.750
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Dynamical and Phycics Study in Solar System;Zheng, Jia-Qing;134193;31.03.2009;01.04.2009 - 31.12.2009;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Historical Seismicity in NE Europe;Mäntyniemi, Päivi;131821;31.03.2009;31.03.2009 - 31.12.2009;710
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Longest-Edge Bisection Algorithms with Applications in Finite Element Modeling;Korotov, Sergey;133007;31.03.2009;31.03.2009 - 31.12.2009;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Multiobjective Optimization of Technological Processes;Laitinen, Erkki;131770;31.03.2009;01.04.2009 - 31.12.2010;4.100
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Participation to Rolf Nevanllinna Colloquium in Kioto as an invited speaker.;Peltonen, Kirsi;131996;31.03.2009;01.04.2009 - 01.04.2010;2.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Rolf Nevanlinna Colloquium;Seppälä, Mika K;134516;31.03.2009;01.04.2009 - 31.12.2009;2.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Thermodynamic modelling of floating ice in polar and sub-polar water bodies;Leppäranta, Matti;133508;31.03.2009;01.04.2009 - 31.12.2009;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Aalto University;Integrated optical nanosensor based on metal nanoparticle-modified DNA superstructures positioned by dielectrophoresis;Törmä, Päivi;134630;30.04.2009;04.05.2009 - 04.05.2011;20.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Aalto University;Point defects in AlN;Tuomisto, Filip;134274;30.04.2009;04.05.2009 - 04.05.2011;8.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Aalto University;Security and Privacy for Mobile Users in Decentralized Collaborative Wi-Fi Networks;Gurtov, Andrei;132789;30.04.2009;04.05.2009 - 04.05.2011;14.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Eastern Finland;ActiveEd: Education in Mathematics;Sutinen, Erkki;133555;30.04.2009;04.05.2009 - 04.05.2011;11.800
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Investigation of Nucleation: Experiments and Simulations;Vehkamäki, Hanna;133929;30.04.2009;04.05.2009 - 04.05.2011;6.260
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Metal-free catalytic activation of hydrogen and other small molecules;Leskelä, Markku;132699;30.04.2009;04.05.2009 - 04.05.2011;27.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Modelling of irradiation effects in confined nanostructures;Nordlund, Kai;134247;30.04.2009;04.05.2009 - 04.05.2011;12.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Vegetation-climate feedback: the role of biogenic emissions for atmospheric aerosol formation;Dal Maso, Miikka;133896;30.04.2009;04.05.2009 - 04.05.2011;6.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Jyväskylä;Time Contexts in Cross-cultural Knowledge Spaces;Heimbürger, Anneli;132690;31.03.2009;01.04.2009 - 31.12.2010;22.250
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Turku;Plasma interactions in Coronal Mass Ejections;Pohjolainen, Silja;131968;30.04.2009;04.05.2009 - 04.05.2011;14.280
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Turku;Short-range order effects in late transition metal alloys;Kokko, Kalevi;134270;30.04.2009;04.05.2009 - 04.05.2011;9.860
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;"A research visit to Shanghai Jiao Tong University, China on ""Metamodeling of requirements, variability, and model transformation for software customization""";Zhang, Zheying;138656;15.04.2010;15.04.2010 - 31.12.2010;900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;A research visit to Shanghai Jiao Tong University, China, on  Metamodeling of requirements, variability, and model  transformation for software customization;Nummenmaa, Jyrki;139988;15.04.2010;15.04.2010 - 31.12.2010;900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;BRST Quantization of Noncommutative Gauge Field Theories;Tureanu, Anca;139951;15.04.2010;15.04.2010 - 31.12.2010;1.200
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Categorizing Halogen Bonding and Other Noncovalent Interactions Involving Halogen Atoms;Metrangolo, Pierangelo;139090;15.04.2010;15.04.2010 - 31.12.2010;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;DMS (DDKM) - Data Management Solutions (Distributed Disaster Knowledge Management);Soini, Jari;140437;15.04.2010;01.04.2010 - 31.12.2010;2.340
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Detection of single microwave photons;Hakonen, Pertti;137969;15.04.2010;15.04.2010 - 31.12.2011;3.960
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Finnish-Japanese reseearch seminar: Modelling of speech prosody and speech technology;Kurimo, Mikko;139878;15.04.2010;15.04.2010 - 31.12.2010;2.900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Historical seismicity in Northeastern Europe;Mäntyniemi, Päivi;139577;15.04.2010;15.04.2010 - 31.12.2010;230
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Iterative solution methods for the large scale constrained saddle-point problems;Laitinen, Erkki;139054;15.04.2010;15.04.2010 - 31.12.2011;5.400
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Long-term change in the Sun and its effects, Part2: Visits to Russia;Mursula, Kalevi;140403;15.04.2010;15.04.2010 - 31.12.2011;2.400
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Noise robust speech recognition and speaker-based adaptation for HMM-based speech synthesis;Remes, Ulpu;140299;15.04.2010;15.04.2010 - 31.12.2011;14.230
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Non-classical logics, theory and applications;Turunen, Esko;138403;15.04.2010;15.04.2010 - 31.12.2010;1.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Optical tweezers and spectroscopic methods for research of cellular level interactions;Kinnunen, Matti;138824;15.04.2010;15.04.2010 - 31.12.2010;1.980
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Photomechanics and optical storage in azobenzone containing polymeric materials;Priimägi, Arri;218399;15.04.2010;15.04.2010 - 31.12.2012;6.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Planetary systems on northern sky;Kotiranta, Samuli;139877;15.04.2010;15.04.2010 - 31.12.2010;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Research Exchange for the Turku and Tokyo Universities' Large Scale Biomedical Event Extraction Projects;Björne, Jari;140456;15.04.2010;15.04.2010 - 31.12.2010;6.100
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Second Finnish-Japanese bilateral seminar on speech prosody and speech technology;Alku, Paavo;140111;15.04.2010;15.04.2010 - 31.12.2010;2.900
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Sensitivity of Thermal Properties on Snow and Sea Ice Thermodynamic Modelling;Cheng, Bin;140023;15.04.2010;15.04.2010 - 31.12.2010;1.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Studies on impact craters and on cosmic materials;Raitala, Jouko;140454;15.04.2010;15.04.2010 - 31.12.2011;4.100
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Upper mantle structure beneath Fennoscandia: constraints from deep electromagnetic studies;Korja, Toivo Johannes;138065;15.04.2010;15.04.2010 - 31.12.2011;1.690
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Visit and workshop at IIT Madras;Rasila, Antti;139912;15.04.2010;05.04.2010 - 31.12.2010;1.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT; ;Winter season of boreal lakes in Finland and Russian  Karelia;Leppäranta, Matti;140054;15.04.2010;15.04.2010 - 31.12.2010;800
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Aalto University;Cortical potential imaging: development and validation of a method for solving the inverse problem of electroencephalography;Stenroos, Matti;140227;29.04.2010;01.05.2010 - 31.12.2012;12.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Lappeenranta-Lahti University of Technology LUT;Application of PAT (Process Analytical Technology) in crystallization processes;Louhi-Kultanen, Marjatta;138431;29.04.2010;01.05.2010 - 31.12.2012;10.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;Lappeenranta-Lahti University of Technology LUT;Improved Operation of Steady-state Recycling Processes;Sainio, Tuomo;138030;29.04.2010;01.05.2010 - 31.12.2012;5.300
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Computational aspects of dependence logic;Kontinen, Juha;138163;29.04.2010;01.05.2010 - 31.12.2012;11.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Meson-nuclear interaction - eta bound states?;Niskanen, Jouni;139512;29.04.2010;01.05.2010 - 31.12.2012;14.800
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;Molecular mechanisms of dasatinib-induced clonal LGL lymphocytosis;Kreutzman, Anna;137700;15.04.2010;15.04.2010 - 31.12.2010;2.000
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Helsinki;The Academy of Finland-DAAD Exchange Program:Synthesis, Characterisation and Catalytic Properties of tailored Phosphorus-Donor Ligands;Repo, Timo;138459;29.04.2010;01.05.2010 - 31.12.2012;15.500
Tutkijoiden liikkuvuus - Suomesta (omat matkat ulkomaille) LT;University of Jyväskylä;Metal-Ion-Assisted Supramolecular Synthesis of Nano- and Supramolecular Structures;Rissanen, Kari;138620;29.04.2010;01.05.2010 - 31.12.2011;25.000
